中文項目名稱,健保支付點數,備註,生效起日,生效迄日,英文項目名稱,診療項目代碼,支付規定
皮膚全層植補術 FTSG - 小於十平方公分,5929,,20231001,29101231,"Full thickness skin graft,(FTSG)",62007C,"(手術)62007C - 皮膚全層植補術 FTSG - 小於十平方公分 審查原則：2024‑06‑01  
1. 申報條件  
   1) 病患需經診斷證明（醫師診斷證明書）確定為需要皮膚全層缺損修復，缺損面積小於10平方公分。  
   2) 需完成術前評估，包括但不限於：血液學檢查（CBC、PT/INR、血糖）、心電圖或其他麻醉相關檢查，並附檢查報告。  
   3) 需取得病患（或其法定代理人）書面手術同意書，內容須明示手術目的、風險、替代方案及術後照護要點。  
   4) 手術須採用局部或全身麻醉，麻醉方式與手術類別需在手術紀錄中說明。  
   5) 病患術前醫師評估報告（含風險評估、術前營養狀況、合併症評估）必須列於申報資料。  

2. 應檢附文件  
   1) 手術同意書（病患或代理人簽名）。  
   2) 醫師診斷證明書（含缺損面積估計）。  
   3) 術前評估報告（血液學、心電圖等檢查報告）。  
   4) 手術紀錄表（含手術名稱、手術時間、麻醉方式、術者、切除範圍、植皮尺寸、黏合方式）。  
   5) 手術報告（含術後評估、出血量、併發症、術後藥物使用）。  
   6) 病歷記錄（含術前、術中、術後主要觀察項目）。  
   7) 若使用特殊材料或技術（如玻璃纖維覆膜、人工皮膚等），須附材料說明書與使用報告。  

3. 重複申報限制  
   1) 同一病患在同一部位、同一類別（FTSG）內，30天內不得重複申報。  
   2) 如需在30天內進行再次手術，必須附醫師說明書，說明前一次手術失敗或併發症原因，並提供完整病程記錄。  
   3) 重複申報時，必須附前一次手術報告及術後評估，並明確說明本次手術的差異或改進。  

4. 特殊注意事項  
   1) 手術缺損面積必須明確小於10平方公分，並在手術紀錄中以實際測量數據列示。  
   2) 需確保植皮後的黏合度、血供及無感染；術後需安排定期復診並記錄術後觀察。  
   3) 若病患有糖尿病、慢性腎臟病、免疫抑制等高風險併發症，需在術前評估報告中說明，並依醫保規定提供相應的藥物或營養支持說明。  
   4) 如手術涉及多層皮膚缺損或大範圍缺損，需重新評估，並可能需申報其他代碼（如62006C、62008C）。  
   5) 申報資料應使用「醫療服務給付項目申報表」及「手術報告表」格式，並以紙本或電子檔（PDF）完整呈交。  

以上審查原則依台灣全民健康保險醫療服務給付項目及支付標準（第 2024‑06‑01 版）制定。"
肌肉或深部組織腫瘤切除術及異物取出術,2290,,20231001,29101231,"Excision of muscle or deep tissue tumor,deep foreign body",62009C,"(手術)62009C - 肌肉或深部組織腫瘤切除術及異物取出術  
審查原則：(2025/10/23)

1. **申報條件**  
   1.1 必須為臨床上已確定或高度懷疑為惡性腫瘤（如皮下或深層肌肉腫瘤）或因異物導致組織功能障礙、感染、疼痛等症狀，經醫師診斷並開立手術指示。  
   1.2 需先完成術前評估：血液檢查（CBC、肝腎功能、凝血功能）、心電圖、肺功能（如適用）、影像學（超音波、CT、MRI）以確定腫瘤大小、邊緣、周圍結構關係。  
   1.3 必須取得患者書面手術同意書，並於術前由麻醉醫師評估麻醉風險，並簽署麻醉同意書。  
   1.4 手術紀錄表須於手術完成後立即完成，並含手術名稱、術式、切除範圍、異物類型、術中出血量、併發症等細節。  
   1.5 腫瘤切除術完成後，需於術後即刻取得病理組織切片報告，並在病歷中記錄病理診斷、清晰切除邊緣（≤2 mm）、腫瘤分級與分期（TNM）。  

2. **應檢附文件**  
   2.1 患者書面手術同意書與麻醉同意書。  
   2.2 手術紀錄表（含麻醉紀錄）。  
   2.3 術前評估報告（血液、心電圖、肺功能、影像學）。  
   2.4 病理組織切片報告（含切除邊緣與腫瘤分期）。  
   2.5 如有術後併發症，應附相關併發症處置文件（感染、出血、功能障礙處理報告）。  

3. **重複申報限制**  
   3.1 同一病灶之同類手術（如同一腫瘤再次切除）在 30 天內不得重複申報，除非有新診斷證明腫瘤復發或增大，並附有醫師說明。  
   3.2 若病人已於本年度內進行過同類手術，則需在申報時說明「重複手術」並提供前一次手術紀錄。  
   3.3 連續多次切除（如多層分區切除）須依照「分層手術」規定，分別申報，每層切除需具備獨立手術紀錄與病理報告。  

4. **特殊注意事項**  
   4.1 **惡性腫瘤**：若病理報告顯示腫瘤為惡性，且切除邊緣未達到「無病變邊緣」標準，醫師須說明無法完成完全切除的原因，並依據 NHIA 「腫瘤治療指引」繼續申報後續治療項目（化療、放療）。  
   4.2 **異物取出術**：若異物屬於外來物（如金屬物件、塑膠碎片）且取出後無剩餘，則可申報本項；若異物取出後仍留有部分，需另行評估並申報「異物取出後續處置」項目。  
   4.3 **妊娠期**：妊娠期患者需經婦產科醫師同意，並於手術紀錄中標註妊娠週數，嚴格控制麻醉藥物及手術時間。  
   4.4 **術後追蹤**：術後至少 6 週內需完成一次臨床評估（包括影像學或血液檢查）並將結果記錄於病歷；如有併發症需於 3 週內完成處置並附相關文件。  
   4.5 **多器官關聯**：若手術同時涉及多個組織或器官（如肌肉與關節），須分別以不同項目申報，並在手術紀錄中明確標示每個部位的切除範圍。  

**Version 1.0**"
臉部以外皮膚及皮下腫瘤摘除術 － 小 小於二公分,1623,一般腫瘤的大小很少超過十公分，大部份小於五公分，超過十公分之腫瘤以640208B申報。,20231001,29101231,Excision of skin or subcutaneous tumor (Except face) － within 2cm,62010C,"(手術)62010C - 臉部以外皮膚及皮下腫瘤摘除術－小於二公分 審查原則：(2025-01-01) 版 1.0

1. **申報條件**  
   - 病患於面部以外部位，經臨床檢查、影像或病理確診為皮膚或皮下腫瘤，腫瘤直徑＜2 cm。  
   - 必須為惡性腫瘤（或高度懷疑惡性）或因病理風險需完全切除。  
   - 切除需以局部麻醉或靜脈麻醉進行，並確保切除邊緣符合國家臨床指引（≥4 mm）或依病理師建議。  
   - 需經醫師簽署手術同意書並於手術前完成術前評估表（含麻醉評估）。  

2. **應檢附文件**  
   - 病患手術同意書（含麻醉同意）。  
   - 具體手術紀錄表（含腫瘤大小、部位、切除方式、邊緣深度）。  
   - 病理報告（含腫瘤類型、大小、邊緣狀態、分級）。  
   - 麻醉記錄（局部/靜脈麻醉方式、用藥）。  
   - 需要者：術前評估表（含醫師評估及風險說明）。  

3. **重複申報限制**  
   - 同一病患於同一腫瘤部位，若已於 30 天內完成本項目，不能再次申報。  
   - 若同一病患於不同部位或新腫瘤，重複申報允許，但必須附上新腫瘤病理證明。  
   - 若腫瘤經術前評估已切除，復發或新發腫瘤須重新診斷證明並符合上述條件。  

4. **特殊注意事項**  
   - 本項目不適用於面部、頭頸、頸部以外的腫瘤；若腫瘤位於上述區域，請使用對應代碼（如62011D等）。  
   - 若腫瘤直徑＞2 cm，請申報代碼62011A（大於二公分）。  
   - 需明確說明腫瘤為惡性或高度懷疑惡性；對於良性腫瘤（如基底細胞癌外觀良好），需提交病理確診或臨床指引建議。  
   - 若術後有感染、出血、疤痕形成等併發症，需在病歷中詳細記錄並可能影響報銷。  
   - 本項目為「手術」類別，NHI 不接受單純切除（shave）而未附病理報告之申報。  

> **備註**：以上審查原則依據「台灣全民健康保險醫療服務給付項目及支付標準」第 2025 年版之規定制定，若有更新請參考官方最新公告。"
臉部以外皮膚及皮下腫瘤摘除術 － 中 二公分至四公分,1927,一般腫瘤的大小很少超過十公分，大部份小於五公分，超過十公分之腫瘤以64208B申報。,20231001,29101231,Excision of skin or subcutaneous tumor (Except face) － 2 to 4 cm,62011C,"(手術)62011C - 臉部以外皮膚及皮下腫瘤摘除術 － 中 二公分至四公分 審查原則：(2025/10/15) Version 1.0  

1. **申報條件**  
   1.1 腫瘤尺寸介於 20 mm 至 39 mm（含）且位於臉部以外的皮膚或皮下組織。  
   1.2 必須符合國家健康保險醫療服務項目說明之手術適應症：腫瘤經影像（超音波/CT/MRI）證實無侵犯深層結構（如大血管、神經、顱骨或胸腔）。  
   1.3 手術必須由具備臨床專科資格（皮膚科、整形外科、胸外科等）醫師執行，並經手術紀錄完整記載腫瘤大小、位置、切除邊緣、手術技術、麻醉方式及併發症。  
   1.4 需取得病患本人簽署之手術同意書，並說明手術風險、併發症及術後復健。  

2. **應檢附文件**  
   2.1 手術同意書（含手術風險說明）  
   2.2 影像檢查報告（超音波/CT/MRI）證明腫瘤尺寸與位置  
   2.3 手術紀錄（含腫瘤切除邊緣、手術技術、麻醉記錄）  
   2.4 病理報告（腫瘤組織型態、腫瘤邊緣狀態）  
   2.5 術前血液檢查報告（血常規、肝腎功能、凝血功能）  
   2.6 住院或門診手術醫療證明（如有）  

3. **重複申報限制**  
   3.1 同一腫瘤（或同一部位腫瘤）於同一次醫療機構內不得重複申報。  
   3.2 若腫瘤復發或新腫瘤出現，必須經病理確診並提供新腫瘤證明，方可再次申報。  
   3.3 同一腫瘤於不同醫療機構重複申報時，需經國民健康署重複申報核准，並提供不同機構之診斷及手術證明。  

4. **特殊注意事項**  
   4.1 若腫瘤位於頸部或其他重要結構附近，需附加腫瘤中心同意書或術前腫瘤中心評估報告。  
   4.2 如手術需進行重建（皮瓣、肌瓣、義體植入等），應另行申報相應重建手術項目，並附加重建手術紀錄。  
   4.3 術後一週內若發生感染、出血或腫瘤邊緣陽性，需提交臨床追蹤報告。  
   4.4 孕婦或哺乳期婦女需附加孕期檢查報告或哺乳期安全評估，並遵循孕婦手術安全指引。  
   4.5 若使用局部麻醉，需附加麻醉師檢查表並記錄麻醉藥品使用。  

*本審查原則自 2025 年 10 月 15 日起生效，屬國民健康署最新審核標準。*"
臉部以外皮膚及皮下腫瘤摘除術 － 大 四公分至十公分,3371,一般腫瘤的大小很少超過十公分，大部份小於五公分，超過十公分之腫瘤以64208B申報。,20231001,29101231,Excision of skin or subcutaneous tumor (Except face) - 4 to 10cm,62012C,"(手術)62012C - 臉部以外皮膚及皮下腫瘤摘除術 － 大 四公分至十公分 審查原則: (2024-05-01)

1. 申報條件  
   a. 病患需在臉部以外部位（頸部、肩胛、上臂、胸部、腹部、臀部、下肢）存在皮膚或皮下腫瘤，腫瘤直徑須介於 4.0 公分至 10.0 公分。  
   b. 先行影像（超音波、CT/MRI）或組織病理確診為良性或惡性腫瘤，並需提供病理報告。  
   c. 必須具備完整手術同意書（含麻醉方式、手術風險、預期切除範圍）。  
   d. 手術須由具備皮膚外科或腫瘤外科專業證照醫師執行，並於手術記錄中說明切除範圍、邊緣檢驗結果及任何併發手術（如皮瓣重建、毛髮移植）。  
   e. 手術後 7 天內應完成術後病理報告，並在病歷中記錄切除邊緣狀態（陰性/陽性）。

2. 應檢附文件  
   a. 手術同意書（含麻醉同意）。  
   b. 手術前影像檢查報告（超音波/CT/MRI）。  
   c. 影像或病理診斷報告（證明腫瘤大小與位置）。  
   d. 手術記錄（含切除範圍、手術時間、麻醉方式、併發手術及術中備註）。  
   e. 麻醉記錄（含麻醉方式、藥物、劑量）。  
   f. 病理報告（含腫瘤類型、大小、邊緣狀態）。  
   g. 病歷摘要（含術後照護計畫與重診安排）。

3. 重複申報限制  
   a. 同一腫瘤於 12 個月內不得重複申報同項目。  
   b. 若同一部位出現多個獨立腫瘤且各腫瘤間距 ≥ 5 公分，則可各自申報，需附獨立病理報告。  
   c. 本項目不允許與「臉部以外皮膚及皮下腫瘤摘除術 － 大 10 公分以上」或「臉部以外皮膚及皮下腫瘤摘除術 － 4 公分以下」等其他尺寸區間重複申報。  
   d. 若術後復發或轉移，需於 6 個月後再次診斷並提交新病理報告後方可申報。

4. 特殊注意事項  
   a. 若腫瘤為惡性且大小超過 5 公分，需評估是否需進行淋巴結活檢（SLNB）或切除，並以對應的淋巴結手術代碼進行申報。  
   b. 若術後重建需使用皮瓣、肌肉瓣或其他重建技術，應另行申報對應重建手術項目，並不可與本項目同時併用。  
   c. 任何術後感染、出血或其他併發症須於 30 天內完成治療並在病歷中完整記錄，並於再次申報時附相關治療記錄。  
   d. 針對慢性皮膚疾病（如皮膚癌前病變）未達本項目腫瘤大小範圍者，請轉診至相應腫瘤類別，並依照其申報規範辦理。  
   e. 本項目不涵蓋腫瘤的術前化學治療或放射治療，若需此類治療，請以相應化學/放射項目單獨申報。"
交指皮瓣移植術,5751,,20231001,29101231,Cross finger skin flap,62013C,"(手術)62013C - 交指皮瓣移植術 審查原則：2025‑10‑23  

1. 申報條件  
   a. 符合交指皮瓣移植術的臨床適應症（如指部皮膚缺損、指皮瓣缺損、指部功能重建需求），且已經完成多學科評估（外科、麻醉、護理、康復）。  
   b. 手術須在具備相應手術室、麻醉及術後護理設施的醫院進行，並由主任醫師、麻醉醫師及手術室主管簽署手術核准書。  
   c. 取得病患或法定代理人之書面手術同意書，並說明手術目的、風險及可能併發症。  

2. 應檢附文件  
   ① 手術申報單（含術前評估記錄、手術計畫）  
   ② 手術同意書（含風險說明）  
   ③ 手術記錄表（含麻醉方式、手術時間、使用器械、手術結束時間）  
   ④ 術前影像資料（X‑ray、MRI或超音波檢查報告）  
   ⑤ 術後病歷摘要（含復原計畫、疼痛管理及護理方案）  
   ⑥ 病理報告（若手術中取材需提交）  
   ⑦ 住院日誌（若手術需住院）  

3. 限制條件  
   a. 同一患者在同一疾病屬性內，每年度不得重複申報交指皮瓣移植術超過一次。  
   b. 同一患者於同一個月內已申報交指皮瓣移植術或其他同類皮瓣重建手術，必須由醫院審查委員會審核並取得特別許可。  
   c. 只允許為功能重建或必要修復之手術，非美容性或非臨床必要之手術不予核付。  
   d. 若一次手術涉及多個指部，需依每個手術單獨申報，並附明確手術範圍說明。  

4. 特殊注意事項  
   a. 術前須完成完整血液檢查、感染控制、免疫評估，並在手術前兩週完成。  
   b. 術後須遵循手術室護理手冊，定期評估皮瓣血流、潰瘍或脫落風險，並於術後30天內完成臨床評估報告上傳至NHI系統。  
   c. 若術後出現感染、出血、腦血管意外等併發症，應即時報告並補件。  
   d. 手術涉及跨科別（如外科+整形外科）時，需提供協同手術計畫並在申報時說明。  

> **版本 1.0**"
多層皮膚移植 － 小於二十五平方公分,4544,,20231001,29101231,Split thickness skin graft S.T.S.G - within 25 c㎡,62014C,"審查原則: 本項為多層皮膚移植－小於二十五平方公分。申報時須符合以下條件：

1. 具備臨床適應症，並於病歷中詳細記錄移植面積、層數、皮膚來源(自體或異體)。
2. 移植面積必須真實測量小於25平方公分；若超過者不得申報本項。
3. 執行醫師需具備相應專業資格（外科、皮膚科或整形外科）並持有相關手術證照。
4. 需附上術前術後影像或照片、術式說明書及術後護理計畫。
5. 付款依照《全民健康保險醫療服務給付項目及支付標準》第二部相關章節所列點數計算。"
複合移植,3247,,20231001,29101231,Composite graft,62017C,"審查原則：  
- 本項屬複合移植，須符合臨床適應症。  
- 手術前必須取得國民健康署核准，並在具備認證之移植中心執行。  
- 需依《全民健康保險醫療服務給付項目及支付標準》第二部相關章節，詳細記錄術前、術中、術後病歷。  
- 必須填寫並提交移植申報表，術後30日內提供追蹤資料。  
- 支付點數按表定標準計算，依個別器官點數累積。  
- 未符合上述條件者不予給付。"
Ｚ－形皮瓣,4352,,20231001,29101231,Z-plasty,62018C,"審查原則：  
1. 必須符合「全民健康保險醫療服務給付項目及支付標準」第二部關於 Z‑形皮瓣之適應症與手術指標。  
2. 病歷須詳細記錄手術過程、皮瓣類型、位置、範圍、縫合方式、術前評估與術後併發症。  
3. 申報時須附上手術醫師簽署之手術報告、適應症說明及相關檢查報告。  
4. 同一病歷中僅可申報一次 Z‑形皮瓣；若有重複或重疊手術，僅以最高點數項目給付。  
5. 若手術涉及多重皮瓣或合併其他皮瓣項目，須依「合併手術加算規則」調整點數。  
6. 任何違反上述記錄或適應症要求者，該項申報將被退回或不予給付。"
腋下汗腺切除術 二邊,3100,,20231001,29101231,Skoog operation,62021C,"(手術)62021C - 腋下汗腺切除術 二邊 審查原則：(2024‑06‑01)

1. **申報條件**  
   a. 患者必須經由皮膚科、神經科或整形外科醫師診斷為「原發性腋下多汗症」或「次級腋下多汗症」，且症狀已持續≥6個月。  
   b. 必須先行嘗試並未獲得滿意緩解之非手術治療（如局部止汗劑、局部注射肉毒桿菌毒素、電離子導管治療等）至少兩個療程。  
   c. 無重大併發症或慢性疾病（如心臟病、肺部疾病、肝腎功能不全、凝血功能障礙等）影響手術安全。  
   d. 需由具備「腋下汗腺切除術」經驗的整形外科或皮膚科醫師主刀，並在手術前完成必要的術前評估（血常規、肝腎功能、心電圖等）。

2. **應檢附文件**  
   a. 先前診斷與治療紀錄（病歷摘要、診斷證明、先前治療紀錄）。  
   b. 具體手術適應症說明文件（包括症狀描述、影像學或功能測試結果）。  
   c. 患者書面知情同意書（含手術風險、併發症及術後照護說明）。  
   d. 麻醉同意書及術前麻醉評估表。  
   e. 手術紀錄表（含手術方式、術中止血、使用器材、麻醉方式、手術時間等）。  
   f. 術後照護計畫與追蹤安排（含首次術後復診時間表）。  
   g. 具備醫療保險「腋下汗腺切除術」審核表格（如有更新者必須使用最新版本）。

3. **限制條件**  
   a. **雙側同時申報**：僅允許一次同時雙側手術申報；若患者先行接受單側手術，雙側之後只能於同一次手術時進行。  
   b. **重複申報**：若同一患者於12個月內再次接受同一部位手術，僅能以一次申報（重複申報即為不允許）。  
   c. 只限於經過NHI核可的「腋下汗腺切除術」醫療服務項目，其他類似手術（如汗腺電切、汗腺冷凍）不列入本項目。  
   d. 手術必須於NHI承認之醫院或經認證的門診中心進行；未經認證的私人診所不被允許申報。

4. **特殊注意事項**  
   a. **術前評估**：須評估患者的生活品質影響指數（如Hyperhidrosis Disease Severity Scale, HDSS）並作為手術適應症的參考指標。  
   b. **術後追蹤**：術後至少於術後1週、1個月、3個月及6個月進行評估，並記錄患者症狀改善程度與可能的併發症（如補償性多汗、傷口感染、神經損傷）。  
   c. **並發症管理**：如發生傷口感染、疤痕不良或神經痛，必須依據NHI標準提供適當的抗生素或疼痛管理，並記錄處方及醫療紀錄。  
   d. **保險支付**：本項目支付金額為單次雙側手術的標準費用（參照NHI 2024年服務給付表）。如患者因醫療需求需加強修復或復診，需另行申報「腋下汗腺修復術」或相關追蹤項目。  
   e. **資訊保密**：所有醫療資料及影像需依「個人資料保護法」及「醫療保險法」規定進行保密，禁止未經授權轉載或公開。  

以上審查原則依據台灣全民健康保險「腋下汗腺切除術」項目之最新給付標準與審核規範所訂，請於申報時嚴格遵循。"
皮膚惡性腫瘤切除及植皮術 ─ 直徑小於二公分,8700,申報時應附病理報告。,20231001,29101231,Excision of skin cancer & SSG - within 2cm in diameter,62022C,"(手術)62022C - 皮膚惡性腫瘤切除及植皮術 ─ 直徑小於二公分 審查原則：(2025-08-01, 版次 1.0)

1. 申報條件  
   1.1 病患必須具備經病理學確認的皮膚惡性腫瘤（如基底細胞癌、鳞狀細胞癌、黑色素瘤等），腫瘤直徑≤2.0 cm，且位於可進行局部切除且植皮可行之部位。  
   1.2 需提供術前評估書面文件，說明腫瘤位置、大小、切除範圍與預計植皮尺寸。  
   1.3 需取得病患本人或代理人之書面手術同意書，並注明植皮部位及術後護理計畫。  
   1.4 手術方式應為局部麻醉或全身麻醉，並附有麻醉記錄。  
   1.5 若腫瘤已於三個月內曾進行切除或植皮，除非醫師另有臨床必要性說明，否則不符合申報條件。  

2. 應檢附文件  
   2.1 病理報告（含腫瘤類型、分化度、切除邊緣檢查結果）。  
   2.2 手術記錄（含切除範圍、植皮來源、固定方式、術中併發症）。  
   2.3 手術同意書副本。  
   2.4 麻醉紀錄表（局部或全身麻醉）。  
   2.5 術前評估表（含血液檢查、影像學檢查結果）。  
   2.6 術後護理計畫與追蹤安排（含第一次術後復診日期）。  

3. 限制條件（重複申報）  
   3.1 同一腫瘤部位於六個月內不得再次申報本項目，除非經醫師評估需進行復切或再植皮並提供重複手術理由。  
   3.2 同一患者在同一年度內，每一個獨立腫瘤部位最高可申報一次，且不得與其他手術項目重複計費。  
   3.3 如同一病患於不同時間切除多個腫瘤，須單獨列明各腫瘤位置、大小與手術日期，並確保每一項目皆符合申報條件。  

4. 特殊注意事項  
   4.1 手術必須以負邊緣切除（≥5 mm）為原則，並於術後檢查中確認切除邊緣無腫瘤細胞。  
   4.2 植皮應採用自體皮瓣或皮膚移植，並確保移植區域與原切除區域同源性，避免交叉感染。  
   4.3 若腫瘤為黑色素瘤，需同時評估是否需進行淋巴結切除或其他相關治療；本項目不包括此類額外手術。  
   4.4 手術後30天內若出現感染、皮瓣移植不良或腫瘤復發，醫師應重新評估並在病歷中記錄。  
   4.5 申報人必須保留所有原始文件至少五年，以備隨機抽查或複審。  

以上審查原則依據台灣全民健康保險「醫療服務給付項目及支付標準」第 2025‑08 版制定，適用於所有醫療院所於 2025 年 9 月 1 日起的醫療服務申報。"
局部皮瓣(一至二公分),3350,屬西醫基層總額部門院所，除山地離島地區外，限由專任醫師開立處方及執行始可申報。,20231001,29101231,Loca flap(1-2cm),62046C,審查原則：62046C（局部皮瓣 1–2 公分）應符合「全民健康保險醫療服務給付項目及支付標準」第二部之規定，須為醫學必要之手術，並在病歷中詳細記錄切口位置、尺寸、移植方式與併發症等。申報時不可同時申報同一手術之其他皮瓣尺寸項目，且不得用於美容整形目的；若與其他手術並發，須先確定各項目獨立且不重複計費。若符合上述條件，依表定點數給付。
局部皮瓣(超過二公分),7310,屬西醫基層總額部門院所，除山地離島地區外，限由專任醫師開立處方及執行始可申報。,20231001,29101231,Local flap(>2cm),62047C,依據《全民健康保險醫療服務給付項目及支付標準》第二部相關章節，本項為局部皮瓣(超過二公分)項目。需符合臨床適應症，手術執行過程應詳記於病歷並附手術報告。支付點數按表定標準計算。若同一病人重複申報或同時併用其他皮瓣手術，須另行申報。
"腫瘤組織檢查切片術,部位未明示",1180,,20231001,29101231,Tumor unspecified site biosy,62062C,"(手術)62062C - 腫瘤組織檢查切片術,部位未明示 審查原則：(2025‑10‑15)  
1. 申報條件  
   a) 需經醫師診斷，證實有疑似腫瘤病灶，且病灶位置已在術前評估文件中明示。  
   b) 必須取得病患（或法定代理人）書面手術同意書。  
   c) 手術必須由具備該類手術經驗之醫師執行，且符合國家醫療機構核准之手術範圍。  
   d) 需完成術前檢查（如影像、血液化驗、心肺功能評估）並記錄於術前檢查報告。  
2. 應檢附文件  
   a) 病患書面手術同意書（含手術風險說明）。  
   b) 術前檢查報告（影像、血液化驗等）。  
   c) 手術紀錄表（含手術時間、手術方式、切片部位、麻醉方式）。  
   d) 麻醉紀錄表（含麻醉類型、藥物使用、手術期間監測）。  
   e) 病理報告（含切片病理診斷、分期、分級、關鍵免疫染色結果）。  
3. 限制條件  
   a) 同一病灶之腫瘤組織檢查切片術，若於30天內已申報且完成相同部位的切片，則不得再次申報。  
   b) 若需重複檢查，必須提供新的臨床適應症說明及最新影像證據，並經主管機關審查核准。  
   c) 未明示部位之切片術，若在同一手術室內同一時間完成多個部位切片，僅能申報主切片項目，其餘部位須另行申報並符合上述重複申報限制。  
4. 特殊注意事項  
   a) 切片部位必須在手術紀錄中完整記錄，並於病理報告中標示具體部位；未標示部位的切片將不予給付。  
   b) 病理報告必須完整呈報腫瘤類型、分期、分級及任何特殊病理特徵；如報告僅為“良性組織”或“無腫瘤”，則不符合給付條件。  
   c) 手術須在符合醫療保險核准之醫院或診所進行，且手術醫師必須具備相應醫師執業證照。  
   d) 如手術涉及非腫瘤組織（例如炎症組織或良性腫瘤），需在病理報告中說明並且不符合本項目給付。  
   e) 所有文件須於手術完成後7日內提交審查系統，逾期將視為自動不申報。"
皮膚全層植補術FTSG - 每增加十平方公分,5416,,20231001,29101231,Full-thickness skin graft - add 10 c㎡,62064C,"(手術)62064C - 皮膚全層植補術FTSG - 每增加十平方公分 審查原則: (2024-09-01)

1. 申報條件  
   a) 病患必須符合本項目適應症（例如創傷、腫瘤切除後的皮膚缺損、慢性潰瘍、外傷性缺損等），並經診斷證明。  
   b) 必須取得書面手術同意書並明示手術範圍、併發症風險及術後復健計畫。  
   c) 術前評估必須完成，含血液學、感染性疾病、心肺功能及營養評估；必要時需提供相應檢驗報告。  
   d) 手術必須由持有國家認證皮膚外科或整形外科醫師執行，並具備相關手術經驗。  
   e) 手術範圍以實際移植面積計算，每10平方公分為一單位；面積須以術前/術後影像或手術報告圖形標示。  

2. 應檢附文件  
   a) 書面手術同意書。  
   b) 手術紀錄表（含手術時間、麻醉方式、手術醫師及助手簽名）。  
   c) 手術報告（含移植組織來源、移植面積、移植位置、手術步驟、併發症與處置）。  
   d) 麻醉紀錄（含麻醉方式、麻醉藥物、血壓、心率等）。  
   e) 術前檢查報告（含血液學、感染指標、心肺功能等）。  
   f) 術前影像或3D掃描圖（若適用）以證明缺損區域與移植面積。  
   g) 藥物使用與抗生素方案紀錄。  
   h) 術後追蹤紀錄（含傷口癒合、感染、排斥反應等）。  

3. 重複申報限制  
   a) 同一病患在同一次手術或同一診療期間，對同一部位的皮膚全層植補術不得重複申報。  
   b) 若在不同診療期間再次進行相同手術，需證明前一次手術已完成術後癒合、並符合再次手術的適應症。  
   c) 若同一病患於不同部位（區域相距 ≥ 10 公分）進行移植，每個區域可依實際面積申報，但必須在同一次手術中完成且不可超過一次申報。  

4. 特殊注意事項  
   a) 本項目僅限於已確認可使用全層移植組織（FTSG）且無其他可替代治療方案的情況。  
   b) 移植組織必須為同源或相容組織，且需符合NHI相關法規及安全標準。  
   c) 申報時必須將每10平方公分的面積與實際費用對應，避免單位費用誤差。  
   d) 若手術期間出現嚴重併發症（如大範圍感染、血管栓塞等），需附加臨床處置紀錄並說明對費用影響。  
   e) 所有文件須於手術完成後30日內提交，逾期提交不予審核。  

---"
臉、頸部植皮 - 五平方公分,6057,,20231001,29101231,"Face,neck - 5c㎡",62065C,9.連續化學療法廿四小時為一次連續性醫療行為，橫跨二日仍應以一日計算，即僅能申報37005B一次。；
臉、頸部植皮 - 每增加五平方公分,1730,,20231001,29101231,"Face,neck - every 5c㎡ of increase",62066C,"審查原則  
- 申報必須符合臨床適應症，僅限於重建性面部或頸部皮膚缺損（如燒傷、外傷、腫瘤切除後）使用。  
- 手術執行者必須為具備相關醫師資格（整形外科、皮膚外科或相等專科）之醫師。  
- 必須附上完整手術報告，並詳細記錄缺損面積測量、增減面積計算表。  
- 每增加五平方公分按表定標準計算點數，並符合年度/病案之支付上限。  
- 不得為整容、彩妝或美容目的之手術。  
- 需經院內臨床審查核可，並符合《全民健康保險醫療服務給付項目及支付標準》第二部相關章節規定。"
手部、會陰、腳植皮 - 五平方公分,5954,,20231001,29101231,"Skin graft for hand,perineum, and foot - 5c㎡",62067C,"審查原則：  
- 需符合臨床適應症，且手術範圍限定於手部、會陰或腳部。  
- 手術面積不得超過 5 平方公分，超出面積時應改報其他相應項目。  
- 病歷須詳細記錄手術範圍、面積、使用技術，並由執業醫師簽名確認。  
- 支付點數以《全民健康保險醫療服務給付項目及支付標準》表定標準計算。"
手部、會陰、腳植皮 - 每增加五平方公分,1644,,20231001,29101231,"Skin graft for hand,perineum, and foot - every 5c㎡",62068C,"審查原則：依據《全民健康保險醫療服務給付項目及支付標準》第二部，手部、會陰、腳植皮－每增加五平方公分之項目，申報時必須符合下列條件：

1. 具臨床適應症，並已取得醫師診斷書。  
2. 手術過程須於病歷中詳細記錄，包含：  
   * 植皮區域面積（以5平方公分為單位計算），  
   * 供體部位、移植方式及術前術後處理。  
3. 每次植皮面積不得超過表定上限（若表中有明定）。  
4. 施作醫師須具備相應手術資格。  
5. 支付點數按表定標準計算。  

若不符上述條件，則不予給付。"
V-Y 形皮瓣,4986,,20231001,29101231,V-Y plasty,62069C,2.其餘病患不得申報。；(二十八)腹腔穿刺(29017C)申報區別：(95/12/1)；腹腔穿刺(2
